1,8.665
2,9.642
3,10.621
4,10.132
5,12.997
6,14.465
7,14.744
8,15.652
9,17.329
10,20.893
11,20.125
12,26.553
13,25.295
14,27.182
15,25.295
16,32.353
17,30.047
18,36.336
19,36.195
20,35.288
21,38.083
22,44.93
23,48.984
24,49.053
25,52.337
26,54.573
27,55.832
28,57.438
29,59.605
30,66.872
31,65.334
32,66.802
33,67.78
34,68.758
35,68.339
36,75.048
37,81.685
38,80.078
39,87.276
40,84.899
41,86.018
42,90.21
43,96.778
44,98.036
45,101.181
46,108.798
47,103.137
48,105.583
49,100.063
50,100.272
51,111.452
52,119.698
53,117.113
54,124.729
55,120.886
56,124.031
57,158.479
58,128.293
59,124.589
60,124.38
61,161.135
62,151.002
63,144.714
64,190.483
65,150.793
66,162.322
67,163.72
68,163.79
69,162.951
70,148.417
71,197.47
72,157.851
73,174.97
74,175.599
75,176.647
76,196.491
77,160.925
78,174.9
79,165.187
80,178.813
81,180.63
82,181.049
83,191.88
84,194.046
85,190.482
86,191.95
87,223.115
88,205.017
89,202.921
90,191.88
91,203.27
92,190.483
93,221.508
94,215.708
95,203.41
96,213.052
97,251.973
98,215.848
99,253.231
100,226.259
110,240.095
120,300.328
130,294.179
140,316.12
150,355.53
160,371.602
170,403.954
180,442.595
190,449.513
200,456.991
210,467.193
220,516.455
230,561.525
240,560.617
250,592.481
260,665.71
270,633.777
280,634.615
290,748.094
300,717.838
310,775.067
320,779.749
330,799.733
340,824.05
350,908.949
360,920.688
370,947.032
380,927.328
390,1009.012
400,1072.67
410,1018.865
420,1073.578
430,1165.465
440,1196.421
450,1191.18
460,1176.436
470,1259.379
480,1309.55
490,1269.232
500,1268.882
510,1363.215
520,1415.412
530,1428.829
540,1504.434
550,1596.811
560,1700.228
570,1563.13
580,1615.678
590,1557.052
600,1585.002
610,1644.467
620,1653.76
630,1725.942
640,1674.723
650,1779.398
660,1770.384
670,1854.305
680,1845.85
690,2054.29
700,1937.527
710,1963.871
720,2024.802
730,1946.262
740,2035.005
750,2199.912
760,2201.799
770,2095.168
780,2353.711
790,2225.417
800,2213.259
810,2241.349
820,2248.896
830,2284.393
840,2436.094
850,2415.9
860,2518.758
870,2502.896
880,2658.86
890,2591.848
900,2688.487
910,2636.22
920,2628.324
930,2717.555
940,2760.739
950,2772.059
960,2746.135
970,2682.478
980,3118.295
990,2961.564
1000,2982.456
