1,3.0
2,4.0
3,4.0
4,4.0
5,6.0
6,7.0
7,8.0
8,10.0
9,10.0
10,14.0
11,13.0
12,14.0
13,16.0
14,19.0
15,20.0
16,24.0
17,31.0
18,36.0
19,38.0
20,42.0
21,44.0
22,43.0
23,57.0
24,57.0
25,57.0
26,68.0
27,71.0
28,79.0
29,71.0
30,75.0
31,82.0
32,94.0
33,97.0
34,108.0
35,104.0
36,119.0
37,133.0
38,123.0
39,147.0
40,148.0
41,148.0
42,147.0
43,158.0
44,159.0
45,177.0
46,176.0
47,205.0
48,204.0
49,197.0
50,202.0
51,241.0
52,210.0
53,236.0
54,256.0
55,241.0
56,269.0
57,258.0
58,279.0
59,301.0
60,307.0
61,296.0
62,321.0
63,332.0
64,373.0
65,358.0
66,393.0
67,380.0
68,403.0
69,401.0
70,414.0
71,438.0
72,420.0
73,407.0
74,487.0
75,480.0
76,489.0
77,473.0
78,504.0
79,481.0
80,515.0
81,500.0
82,554.0
83,532.0
84,571.0
85,550.0
86,668.0
87,596.0
88,612.0
89,633.0
90,654.0
91,682.0
92,648.0
93,702.0
94,693.0
95,742.0
96,704.0
97,731.0
98,859.0
99,752.0
100,872.0
