1,15.0
2,22.0
3,24.0
4,26.0
5,36.0
6,36.0
7,37.0
8,39.0
9,42.0
10,43.0
11,49.0
12,47.0
13,48.0
14,51.0
15,54.0
16,53.0
17,57.0
18,60.0
19,61.0
20,65.0
21,66.0
22,69.0
23,71.0
24,114.0
25,112.0
26,91.0
27,105.0
28,106.0
29,81.0
30,85.0
31,89.0
32,91.0
33,95.0
34,94.0
35,96.0
36,98.0
37,100.0
38,102.0
39,104.0
40,105.0
41,114.0
42,112.0
43,113.0
44,116.0
45,116.0
46,118.0
47,123.0
48,124.0
49,126.0
50,128.0
51,129.0
52,131.0
53,136.0
54,135.0
55,138.0
56,141.0
57,142.0
58,147.0
59,147.0
60,150.0
61,150.0
62,153.0
63,158.0
64,157.0
65,158.0
66,161.0
67,164.0
68,168.0
69,167.0
70,171.0
71,173.0
72,176.0
73,176.0
74,178.0
75,181.0
76,188.0
77,188.0
78,187.0
79,192.0
80,198.0
81,194.0
82,198.0
83,199.0
84,201.0
85,200.0
86,205.0
87,205.0
88,213.0
89,213.0
90,216.0
91,237.0
92,222.0
93,218.0
94,222.0
95,227.0
96,224.0
97,226.0
98,229.0
99,230.0
100,232.0
