1,4.751
2,9.503
3,10.621
4,8.525
5,9.992
6,9.573
7,9.434
8,12.369
9,13.975
10,11.11
11,16.84
12,15.652
13,17.608
14,18.937
15,22.081
16,25.784
17,30.117
18,31.514
19,25.365
20,23.967
21,26.203
22,27.95
23,30.536
24,32.004
25,29.837
26,36.266
27,44.301
28,36.195
29,38.153
30,34.519
31,40.388
32,41.995
33,41.856
34,41.576
35,45.629
36,46.398
37,47.795
38,87.276
39,47.795
40,54.434
41,57.508
42,54.434
43,61.352
44,68.689
45,64.006
46,59.604
47,66.872
48,68.129
49,72.95
50,64.077
51,70.016
52,68.199
53,70.575
54,72.462
55,80.707
56,71.413
57,75.815
58,89.162
59,83.642
60,79.1
61,111.173
62,90.07
63,87.206
64,85.459
65,101.321
66,90.979
67,93.075
68,113.619
69,91.119
70,93.494
71,105.793
72,97.337
73,117.392
74,119.069
75,118.371
76,124.589
77,160.156
78,131.297
79,121.794
80,146.181
81,184.613
82,105.024
83,125.567
84,120.746
85,118.231
86,115.855
87,125.498
88,114.527
89,153.658
90,134.652
91,127.314
92,149.465
93,132.066
94,130.039
95,129.341
96,134.162
97,136.678
98,147.369
99,148.906
100,142.757
110,155.894
120,168.542
130,190.971
140,196.142
150,204.388
160,239.116
170,260.149
180,261.197
190,272.937
200,283.977
210,322.618
220,347.704
230,383.131
240,337.642
250,408.496
260,390.119
270,431.765
280,515.267
290,446.3
300,473.412
310,478.023
320,555.935
330,534.833
340,552.651
350,609.74
360,609.95
370,638.948
380,618.614
390,691.425
400,670.601
410,756.69
420,688.211
430,798.476
440,770.175
450,780.657
460,798.755
470,803.856
480,796.38
490,900.006
500,933.476
510,888.126
520,934.943
530,1037.452
540,1030.744
550,1446.368
560,1006.706
570,1053.663
580,1122.771
590,1033.679
600,1131.366
610,1123.26
620,1224.58
630,1191.669
640,1266.925
650,1259.868
660,1216.894
670,1254.068
680,1283.207
690,1316.887
700,1310.179
710,1444.9
720,1472.99
730,1382.92
740,1355.249
750,1479.699
760,1534.271
770,1436.934
780,1545.312
790,1577.735
800,1600.864
810,1646.982
820,1484.45
830,1573.193
840,1604.498
850,1772.34
860,1736.773
870,1698.481
880,1715.6
890,1798.963
900,1739.708
910,1835.229
920,1817.13
930,1955.695
940,2004.119
950,2012.435
960,1856.261
970,2039.476
980,2012.015
990,2090.207
1000,2142.614
